거래처명,구분,사업자번호,대표자명,업태,종목,주소,전화번호,팩스번호,휴대폰,이메일,대신화물_지점,경동화물_지점,담당자명,담당자연락처,메모,사용여부
영재건설,고객업체 (판매),,박기종,,,제주시 하광로465 건너편 영재건설,,,,,,,,,,활성
서해종합기계,고객업체 (판매),,,,,충남 태안군 평천길 3-14,041-675-0945,041-675-0946,,,,,,,,활성
성실샷시하늘창,혼합 (판매+구매),250618-1,김선화,도소매,건축자재,전라북도 무주군 무주읍 한풍루로290,063-324-7665,063-323-3539,,,,,,,,활성
태호전기조명,고객업체 (판매),250618,조성인,도소매,"전기,소방재료외",충청남도 공주시 의당면 의당로 291,041-858-0747,041-858-0748,,,,,,,,활성
대성종합테크,고객업체 (판매),,김영주,제조업외,공구볼트,충북 음성군 대소면 대동로 635,,043-882-3931,,,,,,,,활성
두원건재,고객업체 (판매),,,,,,,,,,,,,,,활성
삼진기업,고객업체 (판매),,,,,,,,,,,,,,,활성
(주)성은,고객업체 (판매),250611-1,엄준현,도매및소매외,,충청북도 충주시 행정5길 11(목행동),043-855-2668,0504-332-7649,,,,,,,,활성
손영두알엔비코리아,고객업체 (판매),,,,,,,,,,,,,,,활성
신동호사장,혼합 (판매+구매),,,,,,,,,,,,,,,활성
가덕철물,고객업체 (판매),,,,,,,,,,,,,,,활성
국제철망,고객업체 (판매),,송화옥,"건설업,도소매","휀스시공,인테리어등","충북 청주시 서원구 예체로 68, 112동103호",,,,,,,,,,활성
세양산업(주),고객업체 (판매),,이상훈대표,도소매매,"건축자재,안전용품등등","경기도 김포시 양촌읍 해평로 140-2,가동",1600-0479,0505-231-1000,,,,,,,,활성
오스람전기상사,고객업체 (판매),250530,최광훈,도소매,"전기,철재등",강원도 원주시 북원로 2529(우산동),033-744-0802,033-748-0802,,,,,,,,활성
천재철물상사,고객업체 (판매),,최성수,도소매,일반철물 및 수공구,충남 공주시 중학동205,041-856-0247,,,,,,,,,활성
대성농자재,고객업체 (판매),,전경숙,,,경기도 시흥시 정왕1동 1561-8 303호,,,,,,,,,,활성
주식회사 광주유로폼,고객업체 (판매),250526,박승훈,"제조,도소매",금속조립구조재등등,전라남도 장성군 북일면 신흥로 449,061-394-8272,061-394-8273,,,,,,,,활성
태양건설공구,고객업체 (판매),,김성진,,,충남 부여군 부여읍 가탑리 191-1,041-835-0989,041-837-0989,,,,,,,,활성
현대철물 남원,고객업체 (판매),,,,,,,,,,,,,,,활성
동산철물건재,고객업체 (판매),,권경원,도소매,철물외,충남 논산시 연무읍 안심로220번길 76-13,041-741-0088,,,,,,,,,활성
올농자재,혼합 (판매+구매),,손병필,,,충남 논산시 강경읍 여강로 1315-10,041-745-1144,041-745-2300,,,,,,,,활성
태봉철강,고객업체 (판매),,,,,,,,,,,,,,,활성
대원건축자재백화점,혼합 (판매+구매),,권상인,도소매,건재 철물,경북 문경시 점촌동65-1,,054-552-9860,,,,,,,,활성
삼영공업사,고객업체 (판매),,,,,,,,,,,,,,,활성
대신자원,고객업체 (판매),,,,,,,,,,,,,,,활성
만물상회,고객업체 (판매),,,,,경남 산청군 시천면 사리 남명로 187,,,,,,,,,,활성
형제밧데리,고객업체 (판매),,,,,,,,,,,,,,,활성
신우ENG,고객업체 (판매),250507,박남용,제조,산업기계설비,충청남도 논산시 성동면 논산평야로 443,041-732-8868,041-732-8864,,,,,,,,활성
(주)건영,혼합 (판매+구매),,김윤형,도소매,조립식건축자재,충남 논산시 성동면 원북리 575-4,041-734-4744,041-734-4746,,,,,,,,활성
을지하드웨어,고객업체 (판매),,이두일,도소매,"철,만물,건축자재,철물",서울특별시 강서구 양천로67길 93-9(염창동),02-3662-0990,02-3662-0682,,,,,,,,활성
삼일철강,고객업체 (판매),,정경희,,,"경북. 경산시 펜타힐즈2로 60, 102동 1801호",,,,,,,,,,활성
우리장식철물,고객업체 (판매),,이재규,도매및소매업,인테리어철물,충남 공주시 전막1길16~5(신관동),041-858-0335,,,,,,,,,활성
대성철물,고객업체 (판매),,,,,,,,,,,,,,,활성
남원주조경자재농약마트,고객업체 (판매),,김병기외1명,도매외,농약외,강원도 원주시 북원로 1931(무실동),033-761-3039,033-761-3054,,,,,,,,활성
정읍철공소,고객업체 (판매),,,,,,,,,,,,,,,활성
명일건축철물,고객업체 (판매),,최진우,건설업외,방수공사외,"충남 천안시 서북구 선영5길 2, 2층",,,,,,,,,,활성
학하철물건재,혼합 (판매+구매),250415-1,권선운외1명,소매,철물,대전광역시 유성구 학하동로 57-26 1층(학하동),042-824-0030,,,,,,,,,활성
타일공구 대전점,고객업체 (판매),,허은지,소매업,공구 소매업,"대전광역시 유성구 학하복용로 97,1층101호",070-7685-0909,,,,,,,,,활성
광음철물,고객업체 (판매),,,,,,,,,,,,,,,활성
완주하우스,고객업체 (판매),,,,,,,,,,,,,,,활성
서해배관건재마트,고객업체 (판매),250408-4,정찬교,도소매,"스프링클로,물탱크,모터등",충남 서산시 소탐1로 61 (수석동),041-668-5335,041-681-5290,,,,,,,,활성
세진종합상사,고객업체 (판매),250407,이실경,"도소매,건설업","과학기자재,철물,공구등등",광주광역시 남구 경열로78 (월산동),062-363-7749,062-365-2122,,,,,,,,활성
주영공구,고객업체 (판매),,이소원외1명,도소매,공구,부산광역시 강서구 미음산단로139번길 7,051-972-8909,051-972-8910,,,,,,,,활성
동주상사,고객업체 (판매),,이근희,도매및소매업,건설자재외,충청북도 진천군 이월면 진광로 916-15,031-466-0223,031-448-0223,,,,,,,,활성
장터철물건재,고객업체 (판매),,이병학,"도소매,건설업","철물,건재,안전용품,리모델링",충청남도 태안군 안면읍 장터로 19,,,,,,,,,,활성
신화철물건재,고객업체 (판매),,공덕희,도소매,철물외,경상남도 진주시 신안동 755-8,,,,,,,,,,활성
한농연농자재할인마트,고객업체 (판매),,전종석,도소매,농자재농기계농기구,경상남도 합천군 대양면 동부로 18,055-931-7718,055-931-5275,,,,,,,,활성
두성건재,고객업체 (판매),,,,,,,,,,,,,,,활성
장유건축,고객업체 (판매),,유서운,건설업,조립식.철근콘크리트,전라남도 순천시 해룡면 여순로 1316-12,,,,,,,,,,활성
한국레즈본(다이센),매입업체 (구매),,,,,,,,,,,,,,,활성
(주)한국티엔에이,매입업체 (구매),,,,,,,,,,,,,,,활성
진도PVC,고객업체 (판매),,양동우,도소매,pvc 철물,전남 진도군 진도읍 동외리341,061-542-7714,061-542-7713,,,,,,,,활성
대한환경PVC상사,고객업체 (판매),,김훈기,도소매,"파이프,오수정화조",세종특별자치시 조치원읍 남리 21-7,,044-866-7312,,,,,,,,활성
세영건업 주식회사,고객업체 (판매),,신미진,도소매,"건축자재,공구,안전용품",경상북도 경주시 천북면 천북로67,070-7538-6046,054-749-6046,,,,,,,,활성
공구팩토리,고객업체 (판매),,정샘,도소매,일반철물및 수공구,"경기도 안산시 상록구 월피로 102,301호",031-439-8909,031-439-0985,,,,,,,,활성
현대종합농자재,고객업체 (판매),,,,,,,,,,,,,,,활성
민테크,고객업체 (판매),,이민우,제조,금속가공업,"충북 청주시 서원구 남이면 가좌신송로 9-11,1층(제조업소)",,,,,,,,,,활성
대한철물마트,고객업체 (판매),,황선식,,"해상 선박용품,수공구등",전북 부안군 변산면 격포로 227,063-584-1412,063-584-1412,,,,,,,,활성
캐노픽스,고객업체 (판매),,,,,진주,,,,,,,,,,활성
고향철물,고객업체 (판매),,,,,,,,,,,,,,,활성
리오더웨어하우스주식회사,혼합 (판매+구매),250215,이원만,도소매업,전자제품외,대전광역시 동구 물류로 4,042-716-0988,042-716-0977,,,,,,,,활성
사천하우스,고객업체 (판매),,,,,,,,,,,,,,,활성
영서상사,고객업체 (판매),,이영주,"도소매,건설업","배관자재,건축공사등",강원도 원주시 개운로 107 (개운동),033-731-9000,,,,,,,,,활성
대성자재백화점,고객업체 (판매),250204-1,이원길,도소매,"산업기자재,기타건축자재재",경북 상주시 상산로 31,,,,,,,,,,활성
덕산PVC건재,고객업체 (판매),,황성환,,,충남 예산군 덕산면 읍내리 233-8 덕산PVC,041-338-3894,041-338-3897,,,,,,,,활성
해태상사,고객업체 (판매),,정칠성,도소매,"철관,난방장치및보일러",전남 목포시 용당1동 1091-44(목포농협옆 놀이터 위),061-272-1853,061-272-8196,,,,,,,,활성
다원종합상사,고객업체 (판매),,윤보라,"도소매,제조업","산업기자재,소모품,철강등등","충북 청주시 흥덕구 강내면 서부로 541, 1층",043-232-1241,043-236-4050,,,,,,,,활성
서울금속,고객업체 (판매),,,,,,,,,,,,,,,활성
(주)다원산업,고객업체 (판매),,이재만만,제조업업,환경기계,"경기도 시흥시 협력로 281, 디812호(정왕동)",031-497-0154-5,031-497-0151,,,,,,,,활성
삼일농자재,고객업체 (판매),,,,,,,,,,,,,,,활성
연제철물,고객업체 (판매),,주근순,,,청주시 흥덕구 옥산면 오산가좌로 386,043-235-0097,,,,,,,,,활성
보성종합상사,고객업체 (판매),241224,이한규,도소매,"pvc,상하수도관,토목자재재",전라남도 보성군 보성읍 용문길 67,,,,,,,,,,활성
(주)금강,고객업체 (판매),,,,,,,,,,,,,,,활성
명성건재,고객업체 (판매),,,,,,,,,,,,,,,활성
한중상사,고객업체 (판매),,이종성,도매 및 소매업,,충청남도 서산시 서해로 3425(석림동),041-665-7924,041-664-1134,,,,,,,,비활성
거창종합상사,고객업체 (판매),,김삼중,도소매,"기계공구,철물","충북 청원구 사천로152번가길,1-20",043-213-0989,043-213-0996,,,,,,,,비활성
거성종합철물,고객업체 (판매),,김옥영,소매,철물,"경기도 연천군 전곡읍 전곡로182,1층",,031-833-4646,,,,,,,,비활성
박재환,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
덕성건업,고객업체 (판매),,김래선,"건설,제조,도소매",금속창호구조물업등등,충남 홍성군 홍성읍 내법리 285-78 현광아파트 101동1604호,,070-7395-7683,,,,,,,,비활성
한진에프에스티(FST),고객업체 (판매),,김병수,,,"대전광역시 대덕구 중리남로8번길 119, 101호",,,,,,,,,,비활성
주식회사 금산철강,고객업체 (판매),241128,김화중,"도소매,건설업","철근,형관,각관",충남 금산군 금산읍 인삼로 232,041-754-0468~9,041-754-0460,,,,,,,,비활성
명신철강,혼합 (판매+구매),,이승용,도소매,고철비철,전남 나주시 산포면 송림산제길 167,061-337-2008,061-337-0082,,,,,,,,비활성
무학건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
부용산건재.,고객업체 (판매),241126,김정봉외1명명,도매및소매업,철물외,세종특별자치시 부강면 태산길 37,,044-275-5500,,,,,,,,비활성
서전MJ,혼합 (판매+구매),,남은수,도소매,절다석,경기도 하남시 초이동 322-65번지,02-2686-5171,02-2686-3080,,,,,,,,비활성
농부나라,고객업체 (판매),,,,,,,,,,,,,,,비활성
정안공업,고객업체 (판매),,이옥동동,,,경기도 용신시 처인구 중부대로 2530-1,010-8880-5845,031-333-3679,,,,,,,,비활성
삼원종합전기,혼합 (판매+구매),241118-1,신광호,"도소매,건설","전기자재,안전용품품","부산광역시 남구 유엔평화로10번길 62,  1층",051-623-4042,051-623-4043,,,,,,,,비활성
삼성음향 김도진,고객업체 (판매),,,,,,,,,,,,,,,비활성
금강상사,고객업체 (판매),,김건오,건설업외,조경외,충청북도 진천군 덕산읍 용몽로 55,043-536-9898,043-536-9900,,,,,,,,비활성
부강철물,고객업체 (판매),,천순이,소매업,"철물,공구",대전광역시 대덕구 신탄진로 772-1,,,,,,,,,,비활성
포항종합공구마트,고객업체 (판매),,김옥주,도소매,"자재,공구,산업안전용품",경상북도 포항시 남구 철강로 178,054-286-0925,054-286-0926,,,,,,,,비활성
주식회사 에이치디알에스,고객업체 (판매),241106-1,이철재,제조업전문,산업 처리공정 제어장비 제조업등,"경기도 화성시 동탄대로 706,4층 428호",070-8918-7209,0504-389-9620,,,,,,,,비활성
인주종합상사,고객업체 (판매),241105-2,윤경섭,도소매,"공구,철물,안전용품,건축자재일절",충청남도 아산시 인주면 현대로 1316,041-533-1654,041-534-1654,,,,,,,,비활성
로젠택배 복용,혼합 (판매+구매),,,,,,042-932-1588-0,,,,,,,,,비활성
대신화물(대정영업소),혼합 (판매+구매),,현정환,,입금계좌 농협 256-02-024528 현정환,대전시 유성구 대정동 302-3,070-4313-8582,042-477-3211,,,,,,,,비활성
성도도기타일건재,고객업체 (판매),,한규설,건설외,건축설비외,충북 충주시 중원대로 3453(문화동),043-845-8904,043-851-8904,,,,,,,,비활성
김준홍,고객업체 (판매),,,,,경기도 양평군 읍 충신로 189번길 81,,,,,,,,,,비활성
민영,고객업체 (판매),,유치헌,"제조업 ,도소매","자동화설비제작,유공압기기기","경기도 화성시 향남읍 만년로 151번길 46-40, 2동",070-8864-1225,0504-238-8285,,,,,,,,비활성
용산건재,고객업체 (판매),,정경철,,,충북 영동군 용산면 용산로 361,043-742-8485,043-742-8881,,,,,,,,비활성
논산철거,고객업체 (판매),241030,,,,,,,,,,,,,,비활성
삼성넷,고객업체 (판매),,,,,,,,,,,,,,,비활성
엘림농자재,고객업체 (판매),,,,,충남 태안군 태안읍 서해로 1995,,,,,,,,,,비활성
서산종합배관,고객업체 (판매),,장수혁,도.소매외,철물외,충청남도 서산시 한마음8로 74(석림동),,,,,,,,,,비활성
(주)필텍코리아시스템,고객업체 (판매),,최정숙,"제조,도소매",기계류(필터)등등,"서울특별시 송파구 동남로3길 17-14,3층301호",,,,,,,,,,비활성
탑공구,고객업체 (판매),,최재희,도소매,"절삭공구,기계공구구",경기도 평택시 평택로 281(세교동),031-618-0973,031-618-0974,,,,,,,,비활성
광림안전종합상사,고객업체 (판매),,전영하,도소매,산업안전용품,"대전시 중구 문화로 130, 1층 (문화동)",042-522-8240,042-522-8241,,,,,,,,비활성
정읍철거,고객업체 (판매),,,,,,,,,,,,,,,비활성
산동건철,고객업체 (판매),,이수정,,,충남 아산시 음봉면 음봉봉로 811,041-534-7780,041-532-3634,,,,,,,,비활성
경남창호자재,고객업체 (판매),,박신영,,,경남 진주시 강남로297번길 6,055-758-0778,055-762-3870,,,,,,,,비활성
신화국제무역,고객업체 (판매),,김정연,도소매,무역업,"인천광역시 서구 보도진로 102,1층(가좌동)",032-574-5746~7,032-574-5748,,,,,,,,비활성
부흥상회,고객업체 (판매),,,,,,,,,,,,,,,비활성
안면건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
한성철물,고객업체 (판매),,,,,전남 장흥군 관산읍 관산로 94-1,,,,,,,,,,비활성
제이케이(JK)종합상사,고객업체 (판매),240919-2,조성기,도.소매외,"철물,잡철물외",대전시 유성구 학하복용서로 78,042-825-0945,042-823-0945,,,,,,,,비활성
명신철물마트,고객업체 (판매),,김인호외2명,도소매,철물,충청남도 공주시 쌍신길 88(쌍신동),,041-858-2989,,,,,,,,비활성
상동자원,고객업체 (판매),,,,,,,,,,,,,,,비활성
영진건재(장흥),고객업체 (판매),,박종윤,,,전남 장흥군 장흥읍 남부관광로 89,,,,,,,,,,비활성
일진종합상사,고객업체 (판매),,권기수,도소매,"자동용접기판매,일반철물등등","충북 청주시 흥덕구 봉명로 58,1층 101호(복대동)",043-267-7148,043-264-7148,,,,,,,,비활성
